Year,Sexo,Edad,Nacionalidad,Discapacidad,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2010,,,,,,,Baliarrain,%,Baliarrain,4.8
2015,,,,,,,Baliarrain,%,Baliarrain,9.0
2020,,,,,,,Balmaseda,%,Balmaseda,14.6
2019,,,,,,,Balmaseda,%,Balmaseda,16.3
2023,,,,,,,Balmaseda,%,Balmaseda,12.6
2022,,,,,,,Balmaseda,%,Balmaseda,14.6
2021,,,,,,,Balmaseda,%,Balmaseda,15.7
2015,,,,,,,Balmaseda,%,Balmaseda,21.5
2010,,,,,,,Balmaseda,%,Balmaseda,11.0
2016,,,,,,,Balmaseda,%,Balmaseda,21.3
2018,,,,,,,Balmaseda,%,Balmaseda,17.0
2019,,,,,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,6.0
2016,,,,,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,9.2
2021,,,,,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,10.4
2023,,,,,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,7.1
2010,,,,,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,5.4
2022,,,,,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,6.7
2018,,,,,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,7.4
2020,,,,,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,6.1
2015,,,,,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,8.8
2021,,,,,,,Barakaldo,%,Barakaldo,12.9
2015,,,,,,,Barakaldo,%,Barakaldo,18.7
2020,,,,,,,Barakaldo,%,Barakaldo,11.6
2022,,,,,,,Barakaldo,%,Barakaldo,11.5
2010,,,,,,,Barakaldo,%,Barakaldo,10.6
2016,,,,,,,Barakaldo,%,Barakaldo,18.6
2018,,,,,,,Barakaldo,%,Barakaldo,14.3
2019,,,,,,,Barakaldo,%,Barakaldo,12.6
2023,,,,,,,Barakaldo,%,Barakaldo,9.7
2022,,,,,,,Barrika,%,Barrika,9.8
2020,,,,,,,Barrika,%,Barrika,9.3
2010,,,,,,,Barrika,%,Barrika,11.7
2018,,,,,,,Barrika,%,Barrika,12.5
2015,,,,,,,Barrika,%,Barrika,16.1
2016,,,,,,,Barrika,%,Barrika,14.8
2021,,,,,,,Barrika,%,Barrika,12.8
2023,,,,,,,Barrika,%,Barrika,7.4
2019,,,,,,,Barrika,%,Barrika,12.1
2010,,,,,,,Barrundia,%,Barrundia,6.0
2019,,,,,,,Barrundia,%,Barrundia,4.0
2016,,,,,,,Barrundia,%,Barrundia,7.4
2023,,,,,,,Barrundia,%,Barrundia,5.4
2020,,,,,,,Barrundia,%,Barrundia,6.4
2021,,,,,,,Barrundia,%,Barrundia,6.0
2022,,,,,,,Barrundia,%,Barrundia,5.2
2018,,,,,,,Barrundia,%,Barrundia,4.6
2015,,,,,,,Barrundia,%,Barrundia,9.5
2015,,,,,,,Basauri,%,Basauri,18.5
2023,,,,,,,Basauri,%,Basauri,10.5
2022,,,,,,,Basauri,%,Basauri,12.3
2021,,,,,,,Basauri,%,Basauri,13.4
2019,,,,,,,Basauri,%,Basauri,13.0
2020,,,,,,,Basauri,%,Basauri,12.4
2010,,,,,,,Basauri,%,Basauri,10.2
2016,,,,,,,Basauri,%,Basauri,18.2
2018,,,,,,,Basauri,%,Basauri,13.7
2015,,,,,,,Beasain,%,Beasain,14.0
2021,,,,,,,Beasain,%,Beasain,9.0
2022,,,,,,,Beasain,%,Beasain,7.4
2020,,,,,,,Beasain,%,Beasain,8.0
2018,,,,,,,Beasain,%,Beasain,8.9
2023,,,,,,,Beasain,%,Beasain,7.0
2010,,,,,,,Beasain,%,Beasain,9.0
2019,,,,,,,Beasain,%,Beasain,8.0
2016,,,,,,,Beasain,%,Beasain,12.4
2019,,,,,,,Bedia,%,Bedia,8.9
2018,,,,,,,Bedia,%,Bedia,12.2
2021,,,,,,,Bedia,%,Bedia,10.2
2023,,,,,,,Bedia,%,Bedia,8.3
2020,,,,,,,Bedia,%,Bedia,9.8
2015,,,,,,,Bedia,%,Bedia,12.5
2022,,,,,,,Bedia,%,Bedia,10.2
2016,,,,,,,Bedia,%,Bedia,14.6
2010,,,,,,,Bedia,%,Bedia,10.5
2018,,,,,,,Beizama,%,Beizama,4.9
2022,,,,,,,Beizama,%,Beizama,5.1
2015,,,,,,,Beizama,%,Beizama,11.6
2010,,,,,,,Beizama,%,Beizama,8.3
2021,,,,,,,Beizama,%,Beizama,5.1
2020,,,,,,,Beizama,%,Beizama,3.3
2019,,,,,,,Beizama,%,Beizama,7.5
2016,,,,,,,Beizama,%,Beizama,14.5
2023,,,,,,,Beizama,%,Beizama,5.3
2021,,,,,,,Belauntza,%,Belauntza,6.8
2022,,,,,,,Belauntza,%,Belauntza,7.3
2023,,,,,,,Belauntza,%,Belauntza,5.3
2015,,,,,,,Belauntza,%,Belauntza,14.7
2010,,,,,,,Belauntza,%,Belauntza,11.0
2018,,,,,,,Belauntza,%,Belauntza,6.7
2016,,,,,,,Belauntza,%,Belauntza,9.7
2020,,,,,,,Belauntza,%,Belauntza,6.1
2019,,,,,,,Belauntza,%,Belauntza,6.5
2010,,,,,,,Berango,%,Berango,8.9
2020,,,,,,,Berango,%,Berango,8.4
2016,,,,,,,Berango,%,Berango,13.0
2023,,,,,,,Berango,%,Berango,7.0
2015,,,,,,,Berango,%,Berango,15.2
2021,,,,,,,Berango,%,Berango,9.4
2018,,,,,,,Berango,%,Berango,9.5
2022,,,,,,,Berango,%,Berango,7.9
2019,,,,,,,Berango,%,Berango,9.1
2016,,,,,,,Berantevilla,%,Berantevilla,17.3
2018,,,,,,,Berantevilla,%,Berantevilla,12.8
2020,,,,,,,Berantevilla,%,Berantevilla,9.0
2022,,,,,,,Berantevilla,%,Berantevilla,8.5
2019,,,,,,,Berantevilla,%,Berantevilla,10.4
2021,,,,,,,Berantevilla,%,Berantevilla,8.5
2023,,,,,,,Berantevilla,%,Berantevilla,8.4
2010,,,,,,,Berantevilla,%,Berantevilla,11.4
2015,,,,,,,Berantevilla,%,Berantevilla,22.5
2020,,,,,,,Berastegi,%,Berastegi,5.2
2015,,,,,,,Berastegi,%,Berastegi,8.9
2018,,,,,,,Berastegi,%,Berastegi,7.0
2023,,,,,,,Berastegi,%,Berastegi,3.0
2021,,,,,,,Berastegi,%,Berastegi,4.5
2019,,,,,,,Berastegi,%,Berastegi,6.5
2010,,,,,,,Berastegi,%,Berastegi,7.7
2016,,,,,,,Berastegi,%,Berastegi,10.0
2022,,,,,,,Berastegi,%,Berastegi,3.6
2010,,,,,,,Bergara,%,Bergara,7.7
2022,,,,,,,Bergara,%,Bergara,7.0
2019,,,,,,,Bergara,%,Bergara,8.0
2015,,,,,,,Bergara,%,Bergara,13.4
2018,,,,,,,Bergara,%,Bergara,8.4
2016,,,,,,,Bergara,%,Bergara,12.0
2020,,,,,,,Bergara,%,Bergara,7.5
2021,,,,,,,Bergara,%,Bergara,8.1
2023,,,,,,,Bergara,%,Bergara,6.5
2019,,,,,,,Bermeo,%,Bermeo,14.4
2021,,,,,,,Bermeo,%,Bermeo,14.7
2022,,,,,,,Bermeo,%,Bermeo,11.6
2010,,,,,,,Bermeo,%,Bermeo,11.7
2018,,,,,,,Bermeo,%,Bermeo,14.4
2015,,,,,,,Bermeo,%,Bermeo,20.4
2020,,,,,,,Bermeo,%,Bermeo,13.8
2023,,,,,,,Bermeo,%,Bermeo,10.1
2016,,,,,,,Bermeo,%,Bermeo,18.3
2022,,,,,,,Bernedo,%,Bernedo,9.0
2023,,,,,,,Bernedo,%,Bernedo,7.9
2020,,,,,,,Bernedo,%,Bernedo,8.1
2018,,,,,,,Bernedo,%,Bernedo,10.2
2010,,,,,,,Bernedo,%,Bernedo,5.4
2015,,,,,,,Bernedo,%,Bernedo,7.0
2016,,,,,,,Bernedo,%,Bernedo,8.2
2019,,,,,,,Bernedo,%,Bernedo,5.6
2021,,,,,,,Bernedo,%,Bernedo,7.6
2020,,,,,,,Berriatua,%,Berriatua,9.6
2021,,,,,,,Berriatua,%,Berriatua,9.2
2010,,,,,,,Berriatua,%,Berriatua,13.4
2022,,,,,,,Berriatua,%,Berriatua,5.5
2023,,,,,,,Berriatua,%,Berriatua,6.6
2015,,,,,,,Berriatua,%,Berriatua,17.3
2016,,,,,,,Berriatua,%,Berriatua,12.9
2018,,,,,,,Berriatua,%,Berriatua,10.7
2019,,,,,,,Berriatua,%,Berriatua,9.3
2018,,,,,,,Berriz,%,Berriz,10.4
2015,,,,,,,Berriz,%,Berriz,15.8
2023,,,,,,,Berriz,%,Berriz,7.6
2019,,,,,,,Berriz,%,Berriz,9.0
2010,,,,,,,Berriz,%,Berriz,9.8
2022,,,,,,,Berriz,%,Berriz,8.1
2020,,,,,,,Berriz,%,Berriz,9.2
2021,,,,,,,Berriz,%,Berriz,10.0
2016,,,,,,,Berriz,%,Berriz,13.3
2016,,,,,,,Berrobi,%,Berrobi,16.5
2022,,,,,,,Berrobi,%,Berrobi,7.7
2019,,,,,,,Berrobi,%,Berrobi,9.2
2015,,,,,,,Berrobi,%,Berrobi,14.4
2023,,,,,,,Berrobi,%,Berrobi,4.8
2021,,,,,,,Berrobi,%,Berrobi,9.6
2018,,,,,,,Berrobi,%,Berrobi,10.8
2010,,,,,,,Berrobi,%,Berrobi,6.6
2020,,,,,,,Berrobi,%,Berrobi,5.7
2015,,,,,,,Bidania-Goiatz,%,Bidania-Goiatz,11.4
2021,,,,,,,Bidania-Goiatz,%,Bidania-Goiatz,7.0
2023,,,,,,,Bidania-Goiatz,%,Bidania-Goiatz,5.8
2020,,,,,,,Bidania-Goiatz,%,Bidania-Goiatz,7.7
2016,,,,,,,Bidania-Goiatz,%,Bidania-Goiatz,7.5
2019,,,,,,,Bidania-Goiatz,%,Bidania-Goiatz,6.9
2010,,,,,,,Bidania-Goiatz,%,Bidania-Goiatz,11.9
2022,,,,,,,Bidania-Goiatz,%,Bidania-Goiatz,6.1
2018,,,,,,,Bidania-Goiatz,%,Bidania-Goiatz,6.3
2021,,,,,,,Bilbao,%,Bilbao,13.7
2022,,,,,,,Bilbao,%,Bilbao,12.5
2018,,,,,,,Bilbao,%,Bilbao,14.6
2023,,,,,,,Bilbao,%,Bilbao,10.8
2020,,,,,,,Bilbao,%,Bilbao,12.3
2015,,,,,,,Bilbao,%,Bilbao,18.7
2016,,,,,,,Bilbao,%,Bilbao,18.7
2010,,,,,,,Bilbao,%,Bilbao,11.2
2019,,,,,,,Bilbao,%,Bilbao,13.2
2023,,,,,,,Busturia,%,Busturia,8.5
2010,,,,,,,Busturia,%,Busturia,7.7
2021,,,,,,,Busturia,%,Busturia,10.3
2019,,,,,,,Busturia,%,Busturia,10.8
2020,,,,,,,Busturia,%,Busturia,11.0
2015,,,,,,,Busturia,%,Busturia,15.0
2018,,,,,,,Busturia,%,Busturia,16.0
2016,,,,,,,Busturia,%,Busturia,18.9
2022,,,,,,,Busturia,%,Busturia,10.3
2015,,,,,,,Campezo/Kanpezu,%,Campezo/Kanpezu,13.8
2020,,,,,,,Campezo/Kanpezu,%,Campezo/Kanpezu,8.5
2021,,,,,,,Campezo/Kanpezu,%,Campezo/Kanpezu,10.5
2010,,,,,,,Campezo/Kanpezu,%,Campezo/Kanpezu,8.0
2023,,,,,,,Campezo/Kanpezu,%,Campezo/Kanpezu,6.8
2016,,,,,,,Campezo/Kanpezu,%,Campezo/Kanpezu,12.6
2018,,,,,,,Campezo/Kanpezu,%,Campezo/Kanpezu,10.8
2019,,,,,,,Campezo/Kanpezu,%,Campezo/Kanpezu,9.1
2022,,,,,,,Campezo/Kanpezu,%,Campezo/Kanpezu,7.5
2019,,,,,,,Deba,%,Deba,7.2
2016,,,,,,,Deba,%,Deba,11.7
2023,,,,,,,Deba,%,Deba,5.4
2015,,,,,,,Deba,%,Deba,13.7
2021,,,,,,,Deba,%,Deba,8.3
2010,,,,,,,Deba,%,Deba,8.4
2022,,,,,,,Deba,%,Deba,6.7
2018,,,,,,,Deba,%,Deba,8.8
2020,,,,,,,Deba,%,Deba,6.8
2015,,,,,,,Derio,%,Derio,13.6
2020,,,,,,,Derio,%,Derio,6.1
2021,,,,,,,Derio,%,Derio,8.1
2018,,,,,,,Derio,%,Derio,8.8
2023,,,,,,,Derio,%,Derio,5.8
2016,,,,,,,Derio,%,Derio,11.4
2010,,,,,,,Derio,%,Derio,7.8
2022,,,,,,,Derio,%,Derio,7.5
2019,,,,,,,Derio,%,Derio,7.9
2010,,,,,,,Dima,%,Dima,8.2
2015,,,,,,,Dima,%,Dima,9.2
2021,,,,,,,Dima,%,Dima,7.4
2022,,,,,,,Dima,%,Dima,6.9
2018,,,,,,,Dima,%,Dima,7.9
2023,,,,,,,Dima,%,Dima,5.1
2019,,,,,,,Dima,%,Dima,6.2
2016,,,,,,,Dima,%,Dima,9.9
2020,,,,,,,Dima,%,Dima,6.2
2020,,,,,,,Donostia / San Sebastián,%,Donostia / San Sebastián,8.0
2019,,,,,,,Donostia / San Sebastián,%,Donostia / San Sebastián,8.5
2015,,,,,,,Donostia / San Sebastián,%,Donostia / San Sebastián,13.8
2022,,,,,,,Donostia / San Sebastián,%,Donostia / San Sebastián,7.7
2010,,,,,,,Donostia / San Sebastián,%,Donostia / San Sebastián,8.9
2023,,,,,,,Donostia / San Sebastián,%,Donostia / San Sebastián,6.9
2016,,,,,,,Donostia / San Sebastián,%,Donostia / San Sebastián,12.4
2021,,,,,,,Donostia / San Sebastián,%,Donostia / San Sebastián,9.5
2018,,,,,,,Donostia / San Sebastián,%,Donostia / San Sebastián,9.5
2023,,,,,,,Durango,%,Durango,6.5
2021,,,,,,,Durango,%,Durango,9.9
2016,,,,,,,Durango,%,Durango,12.6
2018,,,,,,,Durango,%,Durango,9.7
2022,,,,,,,Durango,%,Durango,7.9
2010,,,,,,,Durango,%,Durango,9.3
2015,,,,,,,Durango,%,Durango,14.4
2020,,,,,,,Durango,%,Durango,8.9
2019,,,,,,,Durango,%,Durango,8.8
2016,,,,,,,Ea,%,Ea,13.9
2023,,,,,,,Ea,%,Ea,9.0
2019,,,,,,,Ea,%,Ea,7.5
2018,,,,,,,Ea,%,Ea,9.7
2021,,,,,,,Ea,%,Ea,12.5
2010,,,,,,,Ea,%,Ea,11.1
2020,,,,,,,Ea,%,Ea,8.1
2015,,,,,,,Ea,%,Ea,13.2
2022,,,,,,,Ea,%,Ea,8.9
2018,,,,,,,Eibar,%,Eibar,12.4
2016,,,,,,,Eibar,%,Eibar,15.9
2019,,,,,,,Eibar,%,Eibar,11.5
2020,,,,,,,Eibar,%,Eibar,11.2
2015,,,,,,,Eibar,%,Eibar,16.4
2010,,,,,,,Eibar,%,Eibar,8.7
2023,,,,,,,Eibar,%,Eibar,9.4
2022,,,,,,,Eibar,%,Eibar,10.3
2021,,,,,,,Eibar,%,Eibar,11.6
2018,,,,,,,Elantxobe,%,Elantxobe,16.0
2021,,,,,,,Elantxobe,%,Elantxobe,14.2
2015,,,,,,,Elantxobe,%,Elantxobe,14.8
2019,,,,,,,Elantxobe,%,Elantxobe,15.4
2016,,,,,,,Elantxobe,%,Elantxobe,18.4
2023,,,,,,,Elantxobe,%,Elantxobe,7.6
2010,,,,,,,Elantxobe,%,Elantxobe,9.9
2020,,,,,,,Elantxobe,%,Elantxobe,11.8
2022,,,,,,,Elantxobe,%,Elantxobe,13.3
2016,,,,,,,Elburgo/Burgelu,%,Elburgo/Burgelu,6.9
2023,,,,,,,Elburgo/Burgelu,%,Elburgo/Burgelu,4.4
2020,,,,,,,Elburgo/Burgelu,%,Elburgo/Burgelu,4.7
2010,,,,,,,Elburgo/Burgelu,%,Elburgo/Burgelu,5.4
2022,,,,,,,Elburgo/Burgelu,%,Elburgo/Burgelu,6.0
2019,,,,,,,Elburgo/Burgelu,%,Elburgo/Burgelu,5.9
2021,,,,,,,Elburgo/Burgelu,%,Elburgo/Burgelu,7.3
2015,,,,,,,Elburgo/Burgelu,%,Elburgo/Burgelu,8.2
2018,,,,,,,Elburgo/Burgelu,%,Elburgo/Burgelu,6.5
2018,,,,,,,Elciego,%,Elciego,10.9
2020,,,,,,,Elciego,%,Elciego,9.4
2022,,,,,,,Elciego,%,Elciego,7.9
2023,,,,,,,Elciego,%,Elciego,9.6
2016,,,,,,,Elciego,%,Elciego,12.5
2010,,,,,,,Elciego,%,Elciego,12.3
2015,,,,,,,Elciego,%,Elciego,21.2
2021,,,,,,,Elciego,%,Elciego,12.8
2019,,,,,,,Elciego,%,Elciego,10.6
2018,,,,,,,Elduain,%,Elduain,6.7
2020,,,,,,,Elduain,%,Elduain,5.7
2019,,,,,,,Elduain,%,Elduain,5.7
2023,,,,,,,Elduain,%,Elduain,3.8
2015,,,,,,,Elduain,%,Elduain,5.9
2016,,,,,,,Elduain,%,Elduain,8.4
2022,,,,,,,Elduain,%,Elduain,4.8
2021,,,,,,,Elduain,%,Elduain,8.4
2010,,,,,,,Elduain,%,Elduain,8.5
2021,,,,,,,Elgeta,%,Elgeta,5.1
2016,,,,,,,Elgeta,%,Elgeta,10.8
2010,,,,,,,Elgeta,%,Elgeta,7.9
2018,,,,,,,Elgeta,%,Elgeta,8.0
2019,,,,,,,Elgeta,%,Elgeta,7.0
2015,,,,,,,Elgeta,%,Elgeta,12.3
2022,,,,,,,Elgeta,%,Elgeta,3.5
2023,,,,,,,Elgeta,%,Elgeta,4.7
2020,,,,,,,Elgeta,%,Elgeta,6.4
2015,,,,,,,Elgoibar,%,Elgoibar,13.5
2010,,,,,,,Elgoibar,%,Elgoibar,8.4
2022,,,,,,,Elgoibar,%,Elgoibar,8.0
2016,,,,,,,Elgoibar,%,Elgoibar,13.0
2019,,,,,,,Elgoibar,%,Elgoibar,8.6
2021,,,,,,,Elgoibar,%,Elgoibar,8.9
2020,,,,,,,Elgoibar,%,Elgoibar,8.2
2018,,,,,,,Elgoibar,%,Elgoibar,9.7
2023,,,,,,,Elgoibar,%,Elgoibar,7.3
2020,,,,,,,Elorrio,%,Elorrio,7.6
2021,,,,,,,Elorrio,%,Elorrio,8.4
2015,,,,,,,Elorrio,%,Elorrio,13.2
2023,,,,,,,Elorrio,%,Elorrio,5.8
2022,,,,,,,Elorrio,%,Elorrio,7.0
2019,,,,,,,Elorrio,%,Elorrio,8.9
2016,,,,,,,Elorrio,%,Elorrio,11.2
2018,,,,,,,Elorrio,%,Elorrio,9.0
2010,,,,,,,Elorrio,%,Elorrio,8.7
2019,,,,,,,Elvillar/Bilar,%,Elvillar/Bilar,5.7
2016,,,,,,,Elvillar/Bilar,%,Elvillar/Bilar,11.3
2015,,,,,,,Elvillar/Bilar,%,Elvillar/Bilar,13.9
2021,,,,,,,Elvillar/Bilar,%,Elvillar/Bilar,11.5
2022,,,,,,,Elvillar/Bilar,%,Elvillar/Bilar,5.3
2020,,,,,,,Elvillar/Bilar,%,Elvillar/Bilar,6.5
2010,,,,,,,Elvillar/Bilar,%,Elvillar/Bilar,6.7
2023,,,,,,,Elvillar/Bilar,%,Elvillar/Bilar,5.4
2018,,,,,,,Elvillar/Bilar,%,Elvillar/Bilar,6.5
2018,,,,,,,Erandio,%,Erandio,12.3
2019,,,,,,,Erandio,%,Erandio,11.3
2022,,,,,,,Erandio,%,Erandio,10.1
2015,,,,,,,Erandio,%,Erandio,18.2
2010,,,,,,,Erandio,%,Erandio,10.4
2021,,,,,,,Erandio,%,Erandio,12.1
2023,,,,,,,Erandio,%,Erandio,8.4
2016,,,,,,,Erandio,%,Erandio,17.3
2020,,,,,,,Erandio,%,Erandio,10.4
2016,,,,,,,Ereño,%,Ereño,8.9
2018,,,,,,,Ereño,%,Ereño,9.2
2023,,,,,,,Ereño,%,Ereño,6.5
2010,,,,,,,Ereño,%,Ereño,4.5
2022,,,,,,,Ereño,%,Ereño,6.5
2021,,,,,,,Ereño,%,Ereño,8.3
2019,,,,,,,Ereño,%,Ereño,7.8
2015,,,,,,,Ereño,%,Ereño,12.4
2020,,,,,,,Ereño,%,Ereño,10.1
2023,,,,,,,Ermua,%,Ermua,8.8
2021,,,,,,,Ermua,%,Ermua,11.9
2015,,,,,,,Ermua,%,Ermua,17.8
2018,,,,,,,Ermua,%,Ermua,11.7
2016,,,,,,,Ermua,%,Ermua,16.5
2020,,,,,,,Ermua,%,Ermua,11.2
2019,,,,,,,Ermua,%,Ermua,11.1
2022,,,,,,,Ermua,%,Ermua,10.8
2010,,,,,,,Ermua,%,Ermua,10.7
2016,,,,,,,Errenteria,%,Errenteria,15.1
2022,,,,,,,Errenteria,%,Errenteria,8.7
2015,,,,,,,Errenteria,%,Errenteria,15.8
2019,,,,,,,Errenteria,%,Errenteria,9.8
2020,,,,,,,Errenteria,%,Errenteria,9.4
2023,,,,,,,Errenteria,%,Errenteria,8.1
2010,,,,,,,Errenteria,%,Errenteria,8.8
2021,,,,,,,Errenteria,%,Errenteria,10.4
2018,,,,,,,Errenteria,%,Errenteria,10.8
2010,,,,,,,Errezil,%,Errezil,7.0
2016,,,,,,,Errezil,%,Errezil,12.9
2021,,,,,,,Errezil,%,Errezil,3.8
2023,,,,,,,Errezil,%,Errezil,5.2
2020,,,,,,,Errezil,%,Errezil,5.9
2019,,,,,,,Errezil,%,Errezil,7.2
2022,,,,,,,Errezil,%,Errezil,7.0
2018,,,,,,,Errezil,%,Errezil,7.4
2015,,,,,,,Errezil,%,Errezil,15.2
2015,,,,,,,Erriberagoitia/Ribera Alta,%,Erriberagoitia/Ribera Alta,13.2
2018,,,,,,,Erriberagoitia/Ribera Alta,%,Erriberagoitia/Ribera Alta,8.1
2023,,,,,,,Erriberagoitia/Ribera Alta,%,Erriberagoitia/Ribera Alta,3.4
2020,,,,,,,Erriberagoitia/Ribera Alta,%,Erriberagoitia/Ribera Alta,7.4
2016,,,,,,,Erriberagoitia/Ribera Alta,%,Erriberagoitia/Ribera Alta,9.2
2022,,,,,,,Erriberagoitia/Ribera Alta,%,Erriberagoitia/Ribera Alta,5.9
2010,,,,,,,Erriberagoitia/Ribera Alta,%,Erriberagoitia/Ribera Alta,5.5
2021,,,,,,,Erriberagoitia/Ribera Alta,%,Erriberagoitia/Ribera Alta,8.9
2019,,,,,,,Erriberagoitia/Ribera Alta,%,Erriberagoitia/Ribera Alta,7.7
2010,,,,,,,Errigoiti,%,Errigoiti,7.1
2021,,,,,,,Errigoiti,%,Errigoiti,10.1
2018,,,,,,,Errigoiti,%,Errigoiti,8.4
2016,,,,,,,Errigoiti,%,Errigoiti,14.4
2023,,,,,,,Errigoiti,%,Errigoiti,9.1
2015,,,,,,,Errigoiti,%,Errigoiti,13.2
2020,,,,,,,Errigoiti,%,Errigoiti,9.3
2019,,,,,,,Errigoiti,%,Errigoiti,7.0
2022,,,,,,,Errigoiti,%,Errigoiti,7.0
2010,,,,,,,Eskoriatza,%,Eskoriatza,7.8
2020,,,,,,,Eskoriatza,%,Eskoriatza,6.7
2021,,,,,,,Eskoriatza,%,Eskoriatza,8.3
2019,,,,,,,Eskoriatza,%,Eskoriatza,7.0
2015,,,,,,,Eskoriatza,%,Eskoriatza,13.4
2016,,,,,,,Eskoriatza,%,Eskoriatza,12.3
2023,,,,,,,Eskoriatza,%,Eskoriatza,6.1
2022,,,,,,,Eskoriatza,%,Eskoriatza,7.2
2018,,,,,,,Eskoriatza,%,Eskoriatza,7.5
2023,,,,,,,Etxebarri,%,Etxebarri,6.6
2015,,,,,,,Etxebarri,%,Etxebarri,14.0
2020,,,,,,,Etxebarri,%,Etxebarri,8.4
2016,,,,,,,Etxebarri,%,Etxebarri,13.8
2019,,,,,,,Etxebarri,%,Etxebarri,9.0
2018,,,,,,,Etxebarri,%,Etxebarri,10.3
2021,,,,,,,Etxebarri,%,Etxebarri,9.7
2010,,,,,,,Etxebarri,%,Etxebarri,8.4
2022,,,,,,,Etxebarri,%,Etxebarri,7.5
2018,,,,,,,Etxebarria,%,Etxebarria,5.3
2021,,,,,,,Etxebarria,%,Etxebarria,9.1
2022,,,,,,,Etxebarria,%,Etxebarria,7.6
2019,,,,,,,Etxebarria,%,Etxebarria,7.0
2010,,,,,,,Etxebarria,%,Etxebarria,6.1
2016,,,,,,,Etxebarria,%,Etxebarria,9.7
2015,,,,,,,Etxebarria,%,Etxebarria,8.1
2023,,,,,,,Etxebarria,%,Etxebarria,5.9
2020,,,,,,,Etxebarria,%,Etxebarria,7.0
2022,,,,,,,Ezkio-Itsaso,%,Ezkio-Itsaso,7.0
2020,,,,,,,Ezkio-Itsaso,%,Ezkio-Itsaso,4.0
2018,,,,,,,Ezkio-Itsaso,%,Ezkio-Itsaso,5.3
2010,,,,,,,Ezkio-Itsaso,%,Ezkio-Itsaso,8.8
2019,,,,,,,Ezkio-Itsaso,%,Ezkio-Itsaso,4.0
2015,,,,,,,Ezkio-Itsaso,%,Ezkio-Itsaso,8.3
2016,,,,,,,Ezkio-Itsaso,%,Ezkio-Itsaso,6.6
2023,,,,,,,Ezkio-Itsaso,%,Ezkio-Itsaso,5.0
2021,,,,,,,Ezkio-Itsaso,%,Ezkio-Itsaso,9.0
2019,,,,,,,Forua,%,Forua,11.0
2018,,,,,,,Forua,%,Forua,11.2
2020,,,,,,,Forua,%,Forua,10.1
2010,,,,,,,Forua,%,Forua,10.3
2021,,,,,,,Forua,%,Forua,9.8
2022,,,,,,,Forua,%,Forua,9.5
2015,,,,,,,Forua,%,Forua,15.7
2023,,,,,,,Forua,%,Forua,7.0
2016,,,,,,,Forua,%,Forua,15.7
2010,,,,,,,Fruiz,%,Fruiz,6.3
2016,,,,,,,Fruiz,%,Fruiz,11.8
2018,,,,,,,Fruiz,%,Fruiz,6.7
2015,,,,,,,Fruiz,%,Fruiz,11.6
2019,,,,,,,Fruiz,%,Fruiz,9.8
2022,,,,,,,Fruiz,%,Fruiz,7.9
2020,,,,,,,Fruiz,%,Fruiz,6.4
2023,,,,,,,Fruiz,%,Fruiz,6.5
2021,,,,,,,Fruiz,%,Fruiz,6.5
2020,,,,,,,Gabiria,%,Gabiria,6.2
2015,,,,,,,Gabiria,%,Gabiria,5.6
2010,,,,,,,Gabiria,%,Gabiria,8.1
2018,,,,,,,Gabiria,%,Gabiria,4.0
2022,,,,,,,Gabiria,%,Gabiria,4.3
2021,,,,,,,Gabiria,%,Gabiria,5.4
2023,,,,,,,Gabiria,%,Gabiria,3.9
2016,,,,,,,Gabiria,%,Gabiria,4.8
2019,,,,,,,Gabiria,%,Gabiria,4.4
2010,,,,,,,Gaintza,%,Gaintza,8.5
2023,,,,,,,Gaintza,%,Gaintza,4.6
2022,,,,,,,Gaintza,%,Gaintza,1.5
2018,,,,,,,Gaintza,%,Gaintza,7.3
2020,,,,,,,Gaintza,%,Gaintza,1.9
2016,,,,,,,Gaintza,%,Gaintza,3.7
2021,,,,,,,Gaintza,%,Gaintza,3.1
2015,,,,,,,Gaintza,%,Gaintza,8.9
2019,,,,,,,Gaintza,%,Gaintza,1.8
2023,,,,,,,Galdakao,%,Galdakao,7.3
2019,,,,,,,Galdakao,%,Galdakao,9.7
2016,,,,,,,Galdakao,%,Galdakao,13.5
2022,,,,,,,Galdakao,%,Galdakao,8.5
2021,,,,,,,Galdakao,%,Galdakao,10.0
2020,,,,,,,Galdakao,%,Galdakao,8.8
2015,,,,,,,Galdakao,%,Galdakao,14.9
2018,,,,,,,Galdakao,%,Galdakao,10.6
2010,,,,,,,Galdakao,%,Galdakao,8.2
2020,,,,,,,Galdames,%,Galdames,11.2
2021,,,,,,,Galdames,%,Galdames,10.8
2010,,,,,,,Galdames,%,Galdames,6.1
2015,,,,,,,Galdames,%,Galdames,14.1
2016,,,,,,,Galdames,%,Galdames,14.6
